ID,Input File,Run Number,Mutations Rate (%),Number of Mutations,Corrected Errors,Perfect Retrieval(0/1)
20230813181256,random100_encoded_text.txt,21,0.001,8,5,1
20230813181256,random100_encoded_text.txt,22,0.001,8,7,1
20230813181256,random100_encoded_text.txt,23,0.001,8,4,1
20230813181256,random100_encoded_text.txt,24,0.001,8,5,1
20230813181256,random100_encoded_text.txt,25,0.001,8,5,1
20230813181256,random100_encoded_text.txt,26,0.001,8,5,1
20230813181256,random100_encoded_text.txt,27,0.001,8,5,1
20230813181256,random100_encoded_text.txt,28,0.001,8,7,1
20230813181256,random100_encoded_text.txt,29,0.001,8,5,1
20230813181256,random100_encoded_text.txt,30,0.001,8,2,1
20230813181256,random100_encoded_text.txt,31,0.001,8,5,1
20230813181256,random100_encoded_text.txt,32,0.001,8,3,1
20230813181256,random100_encoded_text.txt,33,0.001,8,5,1
20230813181256,random100_encoded_text.txt,34,0.001,8,4,1
20230813181256,random100_encoded_text.txt,35,0.001,8,6,1
20230813181256,random100_encoded_text.txt,36,0.001,8,2,1
20230813181256,random100_encoded_text.txt,37,0.001,8,2,1
20230813181256,random100_encoded_text.txt,38,0.001,8,4,1
20230813181256,random100_encoded_text.txt,39,0.001,8,5,1
20230813181256,random100_encoded_text.txt,40,0.001,8,6,1
20230813181256,random100_encoded_text.txt,41,0.001,8,4,1
20230813181256,random100_encoded_text.txt,42,0.001,8,3,1
20230813181256,random100_encoded_text.txt,43,0.001,8,3,1
20230813181256,random100_encoded_text.txt,44,0.001,8,5,1
20230813181256,random100_encoded_text.txt,45,0.001,8,6,1
20230813181256,random100_encoded_text.txt,46,0.001,8,5,1
20230813181256,random100_encoded_text.txt,47,0.001,8,5,1
20230813181256,random100_encoded_text.txt,48,0.001,8,3,1
20230813181256,random100_encoded_text.txt,49,0.001,8,4,1
20230813181256,random100_encoded_text.txt,50,0.001,8,5,1
20230813181256,random100_encoded_text.txt,51,0.001,8,5,1
20230813181256,random100_encoded_text.txt,52,0.001,8,5,1
20230813181256,random100_encoded_text.txt,53,0.001,8,4,1
20230813181256,random100_encoded_text.txt,54,0.001,8,2,1
20230813181256,random100_encoded_text.txt,55,0.001,8,3,1
20230813181256,random100_encoded_text.txt,56,0.001,8,6,1
20230813181256,random100_encoded_text.txt,57,0.001,8,4,1
20230813181256,random100_encoded_text.txt,58,0.001,8,7,1
20230813181256,random100_encoded_text.txt,59,0.001,8,3,1
20230813181256,random100_encoded_text.txt,60,0.001,8,7,1
20230813181256,random100_encoded_text.txt,61,0.001,8,3,1
20230813181256,random100_encoded_text.txt,62,0.001,8,4,1
20230813181256,random100_encoded_text.txt,63,0.001,8,4,1
20230813181256,random100_encoded_text.txt,64,0.001,8,5,1
20230813181256,random100_encoded_text.txt,65,0.001,8,5,1
20230813181256,random100_encoded_text.txt,66,0.001,8,3,1
20230813181256,random100_encoded_text.txt,67,0.001,8,5,1
20230813181256,random100_encoded_text.txt,68,0.001,8,2,1
20230813181256,random100_encoded_text.txt,69,0.001,8,4,1
20230813181256,random100_encoded_text.txt,70,0.001,8,7,1
20230813181256,random100_encoded_text.txt,71,0.001,8,3,1
20230813181256,random100_encoded_text.txt,72,0.001,8,4,1
20230813181256,random100_encoded_text.txt,73,0.001,8,6,1
20230813181256,random100_encoded_text.txt,74,0.001,8,5,1
20230813181256,random100_encoded_text.txt,75,0.001,8,4,1
20230813181256,random100_encoded_text.txt,76,0.001,8,7,1
20230813181256,random100_encoded_text.txt,77,0.001,8,5,1
20230813181256,random100_encoded_text.txt,78,0.001,8,2,1
20230813181256,random100_encoded_text.txt,79,0.001,8,4,1
20230813181256,random100_encoded_text.txt,80,0.001,8,4,1
20230813181256,random100_encoded_text.txt,81,0.001,8,6,1
20230813181256,random100_encoded_text.txt,82,0.001,8,5,1
20230813181256,random100_encoded_text.txt,83,0.001,8,4,1
20230813181256,random100_encoded_text.txt,84,0.001,8,6,1
20230813181256,random100_encoded_text.txt,85,0.001,8,3,1
20230813181256,random100_encoded_text.txt,86,0.001,8,6,1
20230813181256,random100_encoded_text.txt,87,0.001,8,6,1
20230813181256,random100_encoded_text.txt,88,0.001,8,3,0
20230813181256,random100_encoded_text.txt,89,0.001,8,5,1
20230813181256,random100_encoded_text.txt,90,0.001,8,5,0
20230813181256,random100_encoded_text.txt,91,0.001,8,3,1
20230813181256,random100_encoded_text.txt,92,0.001,8,2,1
20230813181256,random100_encoded_text.txt,93,0.001,8,6,1
20230813181256,random100_encoded_text.txt,94,0.001,8,5,1
20230813181256,random100_encoded_text.txt,95,0.001,8,4,1
20230813181256,random100_encoded_text.txt,96,0.001,8,6,1
20230813181256,random100_encoded_text.txt,97,0.001,8,6,1
20230813181256,random100_encoded_text.txt,98,0.001,8,5,1
20230813181256,random100_encoded_text.txt,99,0.001,8,3,1
20230813181256,random100_encoded_text.txt,100,0.001,8,5,1
20230813181257,random100_encoded_text.txt,1,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,2,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,3,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,4,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,5,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,6,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,7,0.0005,4,0,1
20230813181257,random100_encoded_text.txt,8,0.0005,4,4,1
20230813181257,random100_encoded_text.txt,9,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,10,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,11,0.0005,4,4,1
20230813181257,random100_encoded_text.txt,12,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,13,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,14,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,15,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,16,0.0005,4,4,1
20230813181257,random100_encoded_text.txt,17,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,18,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,19,0.0005,4,4,1
20230813181257,random100_encoded_text.txt,20,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,21,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,22,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,23,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,24,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,25,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,26,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,27,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,28,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,29,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,30,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,31,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,32,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,33,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,34,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,35,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,36,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,37,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,38,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,39,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,40,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,41,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,42,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,43,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,44,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,45,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,46,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,47,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,48,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,49,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,50,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,51,0.0005,4,4,1
20230813181257,random100_encoded_text.txt,52,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,53,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,54,0.0005,4,4,1
20230813181257,random100_encoded_text.txt,55,0.0005,4,4,1
20230813181257,random100_encoded_text.txt,56,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,57,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,58,0.0005,4,4,1
20230813181257,random100_encoded_text.txt,59,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,60,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,61,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,62,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,63,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,64,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,65,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,66,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,67,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,68,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,69,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,70,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,71,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,72,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,73,0.0005,4,4,1
20230813181257,random100_encoded_text.txt,74,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,75,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,76,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,77,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,78,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,79,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,80,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,81,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,82,0.0005,4,0,1
20230813181257,random100_encoded_text.txt,83,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,84,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,85,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,86,0.0005,4,4,1
20230813181257,random100_encoded_text.txt,87,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,88,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,89,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,90,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,91,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,92,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,93,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,94,0.0005,4,1,1
20230813181257,random100_encoded_text.txt,95,0.0005,4,4,1
20230813181257,random100_encoded_text.txt,96,0.0005,4,3,1
20230813181257,random100_encoded_text.txt,97,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,98,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,99,0.0005,4,2,1
20230813181257,random100_encoded_text.txt,100,0.0005,4,2,1
20230813181258,random100_encoded_text.txt,1,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,2,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,3,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,4,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,5,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,6,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,7,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,8,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,9,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,10,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,11,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,12,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,13,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,14,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,15,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,16,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,17,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,18,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,19,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,20,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,21,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,22,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,23,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,24,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,25,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,26,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,27,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,28,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,29,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,30,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,31,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,32,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,33,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,34,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,35,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,36,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,37,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,38,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,39,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,40,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,41,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,42,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,43,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,44,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,45,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,46,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,47,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,48,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,49,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,50,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,51,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,52,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,53,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,54,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,55,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,56,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,57,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,58,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,59,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,60,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,61,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,62,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,63,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,64,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,65,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,66,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,67,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,68,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,69,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,70,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,71,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,72,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,73,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,74,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,75,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,76,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,77,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,78,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,79,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,80,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,81,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,82,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,83,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,84,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,85,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,86,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,87,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,88,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,89,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,90,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,91,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,92,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,93,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,94,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,95,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,96,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,97,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,98,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,99,0.0001,0,0,1
20230813181258,random100_encoded_text.txt,100,0.0001,0,0,1
20230813181259,random100_encoded_text.txt,1,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,2,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,3,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,4,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,5,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,6,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,7,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,8,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,9,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,10,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,11,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,12,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,13,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,14,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,15,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,16,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,17,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,18,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,19,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,20,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,21,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,22,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,23,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,24,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,25,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,26,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,27,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,28,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,29,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,30,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,31,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,32,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,33,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,34,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,35,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,36,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,37,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,38,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,39,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,40,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,41,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,42,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,43,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,44,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,45,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,46,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,47,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,48,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,49,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,50,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,51,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,52,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,53,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,54,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,55,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,56,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,57,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,58,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,59,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,60,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,61,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,62,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,63,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,64,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,65,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,66,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,67,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,68,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,69,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,70,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,71,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,72,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,73,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,74,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,75,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,76,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,77,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,78,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,79,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,80,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,81,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,82,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,83,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,84,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,85,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,86,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,87,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,88,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,89,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,90,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,91,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,92,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,93,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,94,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,95,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,96,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,97,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,98,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,99,5e-05,0,0,1
20230813181259,random100_encoded_text.txt,100,5e-05,0,0,1
20230813181300,random100_encoded_text.txt,1,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,2,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,3,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,4,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,5,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,6,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,7,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,8,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,9,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,10,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,11,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,12,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,13,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,14,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,15,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,16,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,17,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,18,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,19,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,20,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,21,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,22,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,23,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,24,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,25,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,26,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,27,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,28,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,29,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,30,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,31,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,32,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,33,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,34,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,35,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,36,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,37,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,38,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,39,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,40,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,41,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,42,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,43,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,44,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,45,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,46,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,47,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,48,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,49,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,50,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,51,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,52,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,53,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,54,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,55,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,56,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,57,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,58,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,59,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,60,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,61,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,62,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,63,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,64,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,65,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,66,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,67,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,68,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,69,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,70,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,71,1e-05,0,0,1
20230813181300,random100_encoded_text.txt,72,1e-05,0,0,1
